Inv. Nr.,Pavadinimas,Kiekis,Plotas,Verte,Likut. Verte,Likv.verte,Turto grupe,Atsakingas,Skyrius,Ekspl. Vieta,Metodas,Norma,Men.suma,Pirkimo data,Ekspl. Pradzia,Devesis iki,Valdymo teise,Nuosavybe,Statistika,Isigijimo budas,Pask.oper.data
103658,"Kadastr.matavimø bylø sudarymas:Ðiauliai,Aerouosto g.2","1,000",,529.16,132.26,0,Kitas nematerialusis turtas,Kristina Vaièekauskienë,Architektûros ir urbanistikos skyrius,,Tiesinis metais,"2,00",22.05,9/2/2014,9/2/2014,9/30/2016,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,3/31/2016
103659,"Kadastr.matavimø bylø sudarymas:Ðiauliai,Karaliauèiaus g.,1 sklypas","1,000",,227.79,56.97,0,Kitas nematerialusis turtas,Kristina Vaièekauskienë,Architektûros ir urbanistikos skyrius,,Tiesinis metais,"2,00",9.49,9/2/2014,9/2/2014,9/30/2016,Nuosavas,,Kitas nematerialusis turtas, Pirkimas,3/31/2016
103663,Stalas (posëdþiø)-235 kab,"1,000",,2789.08,2.421.05,0,Baldai,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"12,00",19.37,8/29/2014,8/29/2014,8/31/2026,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103664,Spinta deð.-235 kab.,"1,000",,1506.35,1.307.61,0,Baldai,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"12,00",10.46,8/29/2014,8/29/2014,8/31/2026,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103665,Spinta rûbø-235 kab.,"1,000",,1258.34,1.092.29,0,Baldai,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"12,00",8.74,8/29/2014,8/29/2014,8/31/2026,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103666,Spinta kair.pusë-235 kab.,"1,000",,1180.33,1.024.55,0,Baldai,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"12,00",8.2,8/29/2014,8/29/2014,8/31/2026,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103667,Spinta vid.-235 kab.,"1,000",,1856.76,1.663.41,0,Baldai,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"12,00",12.89,8/29/2014,12/31/2014,12/31/2026,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103668,"Vartai su tinklu, Radviliðkio g. 100     (B)","1,000",,724.05,615.5,0,Kitas ilgalaikis materialusis turtas,Turto valdymo skyrius,MIESTO TURTAS,Bendruomenës,Tiesinis metais,"10,00",6.03,7/22/2014,9/24/2014,9/30/2024,Nuosavas,,Kitas ilgalaikis materialusis turtas, Pirkimas,3/31/2016
103679,Geguþiø g./ sustojimo aikðtelë,"1,000",,45345.2,45.345.20,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,8/29/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103680,Gytariø g./ sustojimo aikðtelë,"1,000",,24027.93,24.027.93,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,8/29/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103681,Kudirkos g./ sustojimo aikðtelë,"1,000",,44619.39,44.619.39,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,8/29/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103692," Nakvynës namai Pakruojo g.41, Ðiauliai","1,000",,448799.77,448.799.77,0.29,Nebaigta statyba ,Investicijø ir miesto plëtros skyrius,Administracija,,Be nusidëvëjimo,"0,00",0,7/1/2014,,,Laikomas perdavimui,,Nebaigta statyba, Pirkimas,10/1/2015
1037,Aikðtelë Aido g. 12,"1,000",,11526.88,3.389.63,0,Maðinø stovëjimo aikðtelës,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",75.32,12/17/2004,12/17/2004,12/31/2019,Nuosavas,,Kiti keliai,Neatlygintinai,3/31/2016
103705,Garso sistemos komplektas,"1,000",,728.39,728.39,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103706,Choro laipteliai,"1,000",,358.4,358.4,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103707,Choro laipteliai,"1,000",,358.4,358.4,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103708,Scenos pakyla,"1,000",,358.4,358.4,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103709,Scenos pakyla,"1,000",,358.4,358.4,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103710,Pianinas Sculzepolimann,"1,000",,3822.98,3.822.98,0,Muzikos instrumentai,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103711,Elektrinis pianinas,"1,000",,324.37,324.37,0,Muzikos instrumentai,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103765,Programinis modulis,"1,000",,1817.03,0,0,"Programinë áranga, jos licencijos ir techninë dokumentacija",Dainutë Dubinienë,Ðvietimo skyrius,,Tiesinis metais,"1,00",151.42,7/24/2014,12/31/2014,,Nuosavas,,Programinë áranga ir jos licencijos, Pirkimas,12/31/2015
103766,Interaktyvi lenta ,"1,000",,1592.91,1.592.91,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103767,Acer projektorius,"1,000",,390.99,390.99,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103768,Ðaldytuvas Zanussi,"1,000",,348.54,348.54,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103769,Ðaldytuvas Liebherr ,"1,000",,417.92,417.92,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103770,Ðaldytuvas Liebherr ,"1,000",,417.92,417.92,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103771,Svarstyklës PBS-150,"1,000",,454.7,454.7,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103772,Elektrinë viryklë,"1,000",,1274.33,1.274.33,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103773,Teðlos maiðyklë,"1,000",,1028.15,1.028.15,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,, Pirkimas,6/15/2015
103774,Bulviø valymo maðina,"1,000",,1314.87,1.314.87,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103775,Konvekcinë krosnis,"1,000",,2592.1,2.592.10,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103776,Televizorius Samsung,"1,000",,550.28,550.28,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103777,Televizorius Samsung,"1,000",,550.28,550.28,0,Kitas ilgalaikis materialusis turtas,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/8/2014,,,Laikomas perdavimui,,Kitas ilgalaikis materialusis turtas, Pirkimas,6/15/2015
103778,Kompiuteriai ir jø áranga,"1,000",,571.57,571.57,0,Kompiuteriai ir jø áranga,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/12/2014,,,Laikomas perdavimui,,Kitos maðinos ir árengimai, Pirkimas,6/15/2015
103779,Kompiuteriai ir jø áranga,"1,000",,571.55,571.55,0,Kompiuteriai ir jø áranga,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/12/2014,,,Laikomas perdavimui,,Kitos maðinos ir árengimai, Pirkimas,6/15/2015
1038,Aikðtelë Metalistø g. 8,"1,000",,43732.62,12.859.84,0,Maðinø stovëjimo aikðtelës,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",285.78,12/17/2004,12/17/2004,12/31/2019,Nuosavas,,Kiti keliai,Neatlygintinai,3/31/2016
103834,Talkðos ëþero prieigø sutvarkymas,"1,000",,92094.82,92.094.82,0.29,Gatvës,Miesto infrastruktûros skyrius,Administracija,,Be nusidëvëjimo,"0,00",0,8/29/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,3/6/2015
103835,Televizorius Samsung-235 kab.,"1,000",,897.53,729.23,0,Kita biuro áranga,Feliksas Lapukas,Personalo skyrius,235 kab.,Tiesinis metais,"8,00",9.35,9/26/2014,9/26/2014,9/30/2022,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103842,Projektorius TW523,"1,000",,404.06,282.91,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",6.73,9/19/2014,9/19/2014,9/30/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103843,Projektorius TW523,"1,000",,404.06,282.91,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",6.73,9/19/2014,9/19/2014,9/30/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103844,Neðioj. kompiuteris Lenovo ThinkPad L540 Office 2013 HB LT(ið 311 kab.),"1,000",,887.67,621.44,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,311 kab.,Tiesinis metais,"5,00",14.79,9/26/2014,9/26/2014,9/30/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103845,neðiojamas kompiuteris Lenovo ThinkPad L540 Office 2013 HB LT,"1,000",,887.67,621.44,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",14.79,9/26/2014,9/26/2014,9/30/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103846,Neðiojamas kompiuteris Lenovo ThinkPad L540 Office 2013 HB LT,"1,000",,887.67,621.44,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",14.79,9/26/2014,9/26/2014,9/30/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103847,Þemaitës g./ sustojimo aikðtelë,"1,000",,71521.7,71.521.70,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/30/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103848,Vyturiø g./ sustojimo aikðtelë,"1,000",,75524.96,75.524.96,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/30/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103849,Daukanto g./ sustojimo aikðtelë,"1,000",,30814.99,30.814.99,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/30/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103850,Cvirkos g./ sustojimo aikðtelë,"1,000",,24463.85,24.463.85,0.29,Gatvës,Nenurodytas Nenurodytas,Administracija,,Be nusidëvëjimo,"0,00",0,9/30/2014,,,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103851,Pramonës g./ sustojimo aikðtelë,"1,000",,23494.11,23.494.11,0.29,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",350.65,9/30/2014,10/9/2015,5/31/2021,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103852,Architektø g./ sustojimo aikðtelë,"1,000",,31487.17,31.487.17,0.29,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",297.04,9/30/2014,10/9/2015,8/31/2024,Nuosavas,,Nebaigta statyba, Pirkimas,10/9/2015
103853,Architektø g.,"2.299,020",,149696.86,62.355.40,0.29,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",617.38,10/9/2015,10/9/2015,8/31/2024,Nuosavas,,,,4/4/2016
103857,"Jovaro progimnazijos pastatas, Vytauto g.132, (sporto aikðtyno stat.)","1,000",,535.8,535.8,0.29,Nebaigti nematerialiojo turto kûrimo ir vystymo projektai,Statybos skyrius,Administracija,,Be nusidëvëjimo,"0,00",0,9/25/2014,,,Laikomas perdavimui,,Kitas nematerialusis turtas, Pirkimas,12/31/2015
103858,Spausdintuvas TA-4035i,"1,000",,770.97,614.91,0,Kopijavimo ir dokumentø dauginimo priemonës,Nijolë Peèiukaitienë,Soc. paramos skyrius,2 kab.,Tiesinis metais,"7,00",9.18,10/1/2014,10/1/2014,10/31/2021,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103859,Spausdintuvas TA-4035i,"1,000",,770.97,614.91,0,Kopijavimo ir dokumentø dauginimo priemonës,Nijolë Peèiukaitienë,Soc. paramos skyrius,2 kab.,Tiesinis metais,"7,00",9.18,10/1/2014,10/1/2014,10/31/2021,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103860,Spausdintuvas TA-4035i,"1,000",,770.97,614.91,0,Kopijavimo ir dokumentø dauginimo priemonës,Nijolë Peèiukaitienë,Soc. paramos skyrius,4 kab.,Tiesinis metais,"7,00",9.18,10/1/2014,10/1/2014,10/31/2021,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103861,Spausdintuvas TA-4035i,"1,000",,770.97,614.91,0,Kopijavimo ir dokumentø dauginimo priemonës,Danguolë Daugmaudienë,Soc. paramos skyrius,2 kab.,Tiesinis metais,"7,00",9.18,10/1/2014,10/1/2014,10/31/2021,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103862,Spausdintuvas TA-4035i,"1,000",,770.97,614.91,0,Kopijavimo ir dokumentø dauginimo priemonës,Violeta Levickienë,Soc. paramos skyrius,1 kab.,Tiesinis metais,"7,00",9.18,10/1/2014,10/1/2014,10/31/2021,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103868,"Gintauto Lukoðaièio skulptûrinë kompozicija ,,Stipruolis nosysi'' (Dubijos g. 44)","1,000",,3475.44,3.475.44,0,Kitos kilnojamosios kultûros vertybës,Architektûros ir urbanistikos skyriuis,MIESTO TURTAS,Turto valdymo skyrius,Be nusidëvëjimo,"0,00",0,9/26/2014,9/26/2014,,Nuosavas,,Kiti statiniai,Neatlygintinai,2/12/2016
103869,"Martyno Gaubo skulptûrinë kompozicija ,, Mano batai'' (prie Dailës galerijos, Vilniaus g. 245)","1,000",,3475.44,3.475.44,0,Kitos kilnojamosios kultûros vertybës,Architektûros ir urbanistikos skyriuis,MIESTO TURTAS,Turto valdymo skyrius,Be nusidëvëjimo,"0,00",0,9/26/2014,9/26/2014,,Nuosavas,,Kiti statiniai,Neatlygintinai,2/12/2016
103870,"Redos uogintienës skulptûrinë kompozicija ,,Angelø lietus'' (ant Dailës galerijos fasado, Vilniaus g. 245) ","1,000",,3475.44,3.475.44,0,Kitos kilnojamosios kultûros vertybës,Architektûros ir urbanistikos skyriuis,MIESTO TURTAS,Turto valdymo skyrius,Be nusidëvëjimo,"0,00",0,9/26/2014,9/26/2014,,Nuosavas,,Kiti statiniai,Neatlygintinai,2/12/2016
103872,Aikðtë Ch.Frenkelio paminklui Vilniaus g.49,"1,000",,28779.44,25.901.44,0,Kiti statiniai,Turto valdymo skyrius,MIESTO TURTAS,Turto valdymo skyrius,Tiesinis metais,"15,00",159.89,9/30/2014,9/30/2014,9/30/2029,Nuosavas,,Kiti statiniai, Pirkimas,3/31/2016
103873,"Apðvietimas prie Talkðos eþero, Ðiauliø m.","1,000",,7534.46,6.822.84,0,Gatv.apð. Tinkl.MP,Miesto infrastruktûros skyrius,MIESTO TURTAS,Turto valdymo skyrius,Tiesinis metais,"15,00",41.86,10/1/2014,10/1/2014,10/31/2029,Nuosavas,,"Vamzdynai, ryðiø ir elektros linijos", Pirkimas,3/31/2016
103874,Autobusø stotelës F.Vaitkaus g. (2 vnt.),"1,000",,2169.93,1.989.03,0,Gatvës,Miesto infrastruktûros skyrius,MIESTO TURTAS,Turto valdymo skyrius,Tiesinis metais,"15,00",12.06,10/1/2014,12/31/2014,12/31/2029,Nuosavas,,Automobiliø keliai, Pirkimas,3/31/2016
103879,Kompiuteris Komparsa S8500 W8/MSO2013 K,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,1 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103880,Kompiuteris Komparsa S8500 W8/MSO2013 K,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,2 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103881,Kompiuteris Komparsa S8500 W8/MSO2013 K,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,2 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103882,Kompiuteris Komparsa S8500 W8/MSO2013 K,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,3 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103883,Kompiuteris Komparsa S8500 W8/MSO2013 K,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Rasa Vasauskienë,Kontrolës ir audito tarnyba,6 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103884,Kompiuteris Komparsa S8500 W8/MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103885,Kompiuteris Komparsa S8500 W8/MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103886,Kompiuteris Komparsa S8500 W8/MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103887,Kompiuteris Komparsa S8500 W8/MSO2013 S,"1,000",,884.68,652.44,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,115 kab.,Tiesinis metais,"5,00",14.5,10/1/2014,12/1/2014,12/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103888,Kompiuteris Komparsa S8500 W8/MSO 2013 S,"1,000",,921.48,660.36,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.36,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103889,Kompiuteris Komparsa S8500 W8 /MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103890,Kompiuteris Komparsa S8500 W8 /MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103891,Kompiuteris Komparsa S8500 W8 /MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,, Pirkimas,3/31/2016
103892,Kompiuteris Komparsa S8500 W8 /MSO2013 S,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103893,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Diana Kundrotienë,Statybos skyrius,306 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103894,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Diana Kundrotienë,Statybos skyrius,302 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103895,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Diana Kundrotienë,Statybos skyrius,301 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103896,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Aurelija Spudaitë,Informatikos skyrius,220 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103897,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Brigita Bendþiuvienë,Ekonomikos skyrius,343 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103898,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103899,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
1039,Aikðtelë Tilþës g. 36,"1,000",,8775.49,2.580.47,0,Maðinø stovëjimo aikðtelës,Turto valdymo skyrius,MIESTO TURTAS,,Tiesinis metais,"15,00",57.35,12/17/2004,12/17/2004,12/31/2019,Nuosavas,,Kiti keliai,Neatlygintinai,3/31/2016
103900,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Brigita Bendþiuvienë,Ekonomikos skyrius,345 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103901,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Saulius Kondrotas,Informatikos skyrius,,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103902,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,106 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103903,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Birutë Beinorienë,Architektûros ir urbanistikos skyrius,106 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
103904,Kompiuteris Komparsa S8500 W8 /MSO2013 A,"1,000",,903.08,647.23,0,Kompiuteriai ir jø áranga,Laura Steponkienë,Teisës skyrius,207 kab.,Tiesinis metais,"5,00",15.05,10/1/2014,10/1/2014,10/31/2019,Nuosavas,,Baldai ir biuro áranga, Pirkimas,3/31/2016
